variety,planting_date,days_to_harvest,head_weight_kg,head_diameter_cm,soil_ph,irrigation_liters_week,pest_present,fertilizer_type,quality_grade
Кольраби,2025-09-14,77,0.8,8.3,5.96,12.5,False,Биоудобрение,A
Краснокочанная,2025-02-04,130,1.21,14.7,6.17,11.1,False,Биоудобрение,A
Брокколи,2024-06-26,92,1.52,12.1,5.45,12.0,False,Минеральное,B
Брюссельская,2024-06-23,109,0.88,6.7,5.29,19.2,False,Без удобрений,C
Пекинская,2024-07-03,46,1.01,12.1,7.24,15.6,False,Органическое,B
Брюссельская,2025-01-23,96,0.92,5.3,7.15,12.9,True,Минеральное,C
Пекинская,2026-06-11,61,1.48,14.6,5.76,18.8,False,Минеральное,B
Брюссельская,2026-05-01,132,0.8,7.0,5.34,15.1,False,Органическое,C
Савойская,2025-08-11,115,1.82,19.3,6.45,15.1,True,Комплексное,B
Цветная,2024-04-15,117,1.29,16.9,5.56,7.8,False,Минеральное,B
Брюссельская,2025-09-13,133,0.96,7.1,5.35,16.1,False,Органическое,B
Пекинская,2024-03-20,74,1.16,10.2,6.97,8.3,False,Комплексное,A
Савойская,2024-11-13,111,1.03,17.5,7.51,5.9,False,Без удобрений,C
Савойская,2024-04-26,119,2.27,15.0,6.55,9.7,False,Комплексное,A
Савойская,2025-10-25,124,0.96,18.3,7.15,12.1,True,Комплексное,C
Брокколи,2026-05-04,77,0.83,14.2,5.46,21.8,False,Без удобрений,C
Кольраби,2025-04-05,69,0.48,10.5,7.36,13.9,False,Минеральное,A
Брокколи,2025-04-05,86,0.43,14.3,6.89,10.1,True,Комплексное,C
Белокочанная,2026-01-25,93,3.52,21.2,6.66,11.9,False,Органическое,A
Цветная,2025-05-16,76,2.02,14.0,7.43,12.4,False,Органическое,B
Цветная,2024-03-14,98,1.35,17.1,6.88,7.5,False,Биоудобрение,B
Брюссельская,2025-11-16,99,0.97,4.0,7.31,14.1,False,Без удобрений,B
Краснокочанная,2024-06-30,146,2.48,14.6,7.04,9.7,True,Комплексное,C
Пекинская,2026-03-26,54,1.62,14.6,7.3,10.8,False,Комплексное,A
Брокколи,2024-04-06,88,0.96,13.6,7.38,14.3,False,Органическое,B
Пекинская,2026-04-30,76,0.81,12.8,7.11,20.8,False,Комплексное,B
Краснокочанная,2024-08-22,137,1.03,12.6,5.34,6.5,False,Органическое,C
Белокочанная,2025-07-28,130,3.3,14.7,5.57,13.6,False,Минеральное,A
Цветная,2024-06-25,90,1.07,18.0,7.33,8.9,False,Минеральное,B
Брюссельская,2026-04-02,103,0.4,4.3,6.81,16.1,True,Биоудобрение,C
Кольраби,2024-07-14,57,0.46,9.2,6.24,16.1,False,Комплексное,A
Брюссельская,2026-05-24,127,0.77,7.1,6.19,12.0,False,Комплексное,A
Пекинская,2024-09-13,49,1.33,11.4,6.8,10.0,False,Комплексное,A
Брокколи,2024-05-26,88,1.7,12.9,7.08,12.0,False,Комплексное,A
Белокочанная,2025-08-07,115,3.52,15.8,5.99,9.3,False,Органическое,A
Савойская,2026-02-26,129,3.03,17.0,6.57,16.3,False,Комплексное,A
Краснокочанная,2025-01-19,138,1.36,11.1,5.37,23.0,True,Комплексное,D
Белокочанная,2024-05-30,121,2.39,15.7,5.25,17.0,False,Биоудобрение,C
Брокколи,2025-03-05,100,1.66,16.0,6.53,13.1,False,Органическое,A
Цветная,2024-03-19,82,2.02,15.1,6.85,16.7,False,Биоудобрение,B
Белокочанная,2025-08-18,130,3.08,21.3,5.49,12.7,False,Без удобрений,B
Пекинская,2024-05-18,55,1.18,14.6,6.03,13.8,True,Биоудобрение,C
Брокколи,2024-03-24,78,1.35,10.9,5.38,18.8,False,Органическое,B
Савойская,2025-11-08,109,2.22,19.1,7.58,12.9,False,Минеральное,B
Брюссельская,2024-07-27,99,0.36,4.6,7.32,20.1,False,Минеральное,B
Белокочанная,2025-05-28,110,1.56,22.2,6.42,5.4,False,Без удобрений,B
Брокколи,2026-03-01,67,0.73,17.3,5.34,14.5,False,Биоудобрение,A
Цветная,2026-04-22,100,1.47,16.6,7.19,16.2,True,Органическое,D
Савойская,2026-02-15,105,2.4,20.4,5.83,13.2,False,Минеральное,A
Белокочанная,2026-04-20,110,2.99,21.3,6.13,12.4,True,Минеральное,B
Белокочанная,2024-05-02,133,2.51,23.0,7.18,10.0,False,Комплексное,B
Кольраби,2025-08-15,72,0.3,8.2,5.8,14.8,False,Минеральное,B
Краснокочанная,2024-12-15,108,1.89,19.5,6.03,16.3,False,Без удобрений,B
Брокколи,2025-02-14,90,0.94,11.7,5.63,14.0,False,Минеральное,A
Пекинская,2026-05-07,73,0.98,12.6,5.93,9.8,False,Минеральное,B
Савойская,2024-09-02,115,1.55,16.1,6.85,14.9,True,Органическое,C
Пекинская,2025-11-15,78,0.92,14.2,6.79,13.8,True,Биоудобрение,C
Белокочанная,2024-12-05,124,2.58,25.5,7.26,9.4,False,Комплексное,B
Пекинская,2024-12-03,78,1.49,10.4,6.76,11.1,True,Комплексное,C
Савойская,2026-06-01,129,2.29,16.3,5.87,17.8,False,Комплексное,A
Белокочанная,2025-09-04,101,2.64,16.5,6.91,6.2,False,Биоудобрение,A
Цветная,2025-05-31,96,0.93,22.0,6.52,15.4,False,Органическое,A
Пекинская,2025-03-23,51,0.99,15.6,7.44,14.6,False,Минеральное,B
Краснокочанная,2025-04-12,143,2.51,20.3,6.22,17.3,False,Органическое,B
Брокколи,2025-07-05,84,0.75,15.1,7.31,5.7,True,Органическое,C
Кольраби,2025-04-19,84,0.34,11.9,6.77,16.9,False,Биоудобрение,B
Цветная,2025-06-15,90,2.22,19.2,6.66,10.5,False,Органическое,A
Пекинская,2024-12-25,63,1.26,17.5,7.02,13.7,False,Органическое,A
Цветная,2025-01-17,110,1.01,14.7,6.44,14.0,True,Без удобрений,C
Кольраби,2024-03-27,62,0.44,12.5,6.24,8.8,False,Органическое,A
Цветная,2024-11-05,74,1.71,20.3,6.53,15.9,True,Органическое,B
Савойская,2026-06-13,123,1.51,22.5,6.96,15.3,False,Комплексное,A
Цветная,2025-10-06,100,0.83,16.0,7.03,13.2,False,Комплексное,A
Пекинская,2024-09-08,72,1.45,15.7,5.3,18.8,False,Органическое,C
Пекинская,2025-05-22,64,1.59,16.3,6.4,13.5,False,Биоудобрение,A
Брокколи,2024-09-15,100,0.54,17.3,7.0,14.7,False,Минеральное,B
Брюссельская,2024-07-29,111,0.69,8.0,6.68,17.4,True,Комплексное,C
Цветная,2024-04-21,121,0.97,14.5,6.23,10.4,True,Минеральное,C
Белокочанная,2024-10-07,128,4.05,28.9,6.43,12.1,False,Комплексное,A
Цветная,2025-11-27,122,0.68,15.4,6.04,9.6,True,Минеральное,B
Пекинская,2024-04-09,62,1.6,14.1,5.94,14.0,False,Органическое,A
Пекинская,2024-06-30,67,0.95,10.6,7.17,15.3,False,Без удобрений,B
Краснокочанная,2025-02-16,136,1.34,22.1,5.84,10.2,False,Комплексное,A
Брокколи,2025-11-27,91,1.14,11.3,7.12,20.6,False,Органическое,B
Цветная,2025-10-09,75,1.68,19.4,5.93,8.3,True,Минеральное,D
Краснокочанная,2026-04-14,104,2.28,15.5,5.4,18.9,False,Комплексное,C
Пекинская,2025-12-31,75,0.49,9.2,5.84,10.9,True,Комплексное,C
Белокочанная,2025-03-03,110,3.29,27.9,5.73,14.0,False,Органическое,B
Белокочанная,2026-05-28,134,2.59,19.6,5.92,12.0,False,Минеральное,A
Пекинская,2024-08-14,63,0.68,16.1,6.92,16.5,False,Биоудобрение,A
Краснокочанная,2025-12-02,156,1.27,15.5,5.2,6.1,True,Минеральное,D
Цветная,2024-08-06,97,1.34,18.9,5.37,5.4,False,Комплексное,B
Брюссельская,2024-07-26,99,0.66,8.2,6.62,19.9,False,Минеральное,A
Кольраби,2025-08-09,56,0.44,9.1,7.1,7.3,False,Органическое,B
Цветная,2025-09-17,114,0.79,13.8,7.1,8.2,False,Органическое,B
Пекинская,2024-11-18,47,0.95,14.5,7.54,12.4,False,Биоудобрение,B
Брокколи,2024-05-16,79,1.58,11.9,6.39,14.1,False,Комплексное,A
Савойская,2026-01-28,118,1.84,13.5,5.66,13.0,True,Комплексное,B
Брокколи,2024-07-28,96,1.21,9.7,5.98,12.0,False,Биоудобрение,A
Пекинская,2026-01-07,58,0.55,15.4,5.51,10.3,True,Комплексное,C
Савойская,2024-11-12,121,2.43,15.3,7.0,17.0,False,Комплексное,A
Брюссельская,2025-08-11,109,0.36,5.7,5.41,11.3,True,Без удобрений,D
Брокколи,2025-02-09,76,1.13,14.7,7.56,10.2,False,Органическое,B
Брюссельская,2024-06-10,95,0.94,4.5,5.9,11.6,True,Комплексное,B
Пекинская,2025-08-07,68,0.6,16.3,6.82,16.3,False,Органическое,B
Савойская,2025-08-20,130,1.04,11.9,6.74,10.3,True,Биоудобрение,C
Брюссельская,2024-07-04,118,0.83,7.3,7.49,14.9,True,Биоудобрение,D
Краснокочанная,2025-03-18,123,1.38,17.3,6.01,15.9,False,Биоудобрение,A
Савойская,2024-06-07,105,1.98,15.1,6.36,15.4,False,Минеральное,A
Краснокочанная,2025-12-19,117,2.5,14.5,7.43,16.9,False,Комплексное,B
Кольраби,2025-08-11,79,0.36,8.6,7.01,16.0,False,Биоудобрение,B
Савойская,2024-12-13,127,1.0,13.3,7.24,13.1,True,Без удобрений,C
Кольраби,2025-07-28,63,0.98,12.1,6.83,8.4,False,Комплексное,B
Савойская,2025-05-12,137,2.13,23.1,5.33,11.5,False,Комплексное,A
Цветная,2025-04-17,74,1.69,16.6,6.81,6.6,True,Органическое,C
Брокколи,2025-06-06,62,1.62,13.7,5.6,9.2,False,Минеральное,B
Брюссельская,2025-07-25,96,0.44,7.9,5.95,9.2,False,Органическое,B
Белокочанная,2026-03-20,105,3.04,25.9,5.88,17.3,False,Комплексное,A
Брюссельская,2024-10-24,134,0.84,5.2,5.71,3.9,True,Биоудобрение,D
Брокколи,2025-10-18,97,0.89,10.6,6.37,11.1,False,Комплексное,A
Кольраби,2024-07-10,93,0.5,7.0,5.78,15.5,True,Комплексное,C
Савойская,2026-03-12,120,2.22,22.1,7.22,10.5,False,Органическое,A
Кольраби,2025-12-23,84,0.94,7.8,6.52,12.5,False,Органическое,A
Брюссельская,2025-12-08,122,0.9,4.5,5.94,15.2,False,Органическое,A
Пекинская,2025-04-20,74,0.67,13.1,6.14,16.2,False,Минеральное,A
Савойская,2026-03-28,132,1.87,23.1,6.38,10.4,False,Минеральное,A
Савойская,2025-06-17,129,1.97,20.0,7.35,11.9,False,Без удобрений,B
Цветная,2024-12-17,94,1.3,16.9,5.49,13.8,False,Комплексное,A
Кольраби,2025-11-06,78,0.56,7.4,7.08,20.8,False,Комплексное,B
Пекинская,2024-06-15,60,0.6,9.9,7.06,12.8,True,Органическое,C
Кольраби,2026-02-06,67,0.51,11.5,5.51,16.6,False,Биоудобрение,B
Цветная,2025-05-16,117,1.13,16.8,5.97,16.6,False,Комплексное,A
Савойская,2024-03-25,121,0.95,15.1,5.64,14.5,False,Биоудобрение,B
Краснокочанная,2026-03-12,128,1.49,14.6,5.87,11.8,False,Биоудобрение,A
Краснокочанная,2026-03-23,103,2.03,12.9,6.58,7.1,False,Комплексное,A
Брокколи,2025-12-04,79,1.21,10.7,5.47,10.9,False,Минеральное,C
Брюссельская,2024-05-13,94,0.88,5.4,5.45,12.7,False,Комплексное,B
Белокочанная,2026-05-18,119,2.07,21.6,6.19,13.1,False,Без удобрений,A
Брокколи,2024-03-29,73,0.76,12.0,6.01,10.4,False,Комплексное,A
Брюссельская,2024-10-09,128,0.79,6.8,5.39,9.3,False,Органическое,C
Пекинская,2026-03-22,76,1.42,15.9,6.16,15.2,False,Без удобрений,B
Кольраби,2024-10-05,73,0.22,7.6,7.37,13.4,True,Без удобрений,D
Пекинская,2025-08-25,48,0.95,15.5,5.73,15.1,False,Минеральное,B
Пекинская,2025-12-05,48,0.97,9.9,5.65,11.9,False,Органическое,A
Краснокочанная,2025-04-10,116,1.92,16.6,6.94,9.2,True,Минеральное,C
Брюссельская,2026-01-16,120,0.85,4.0,6.11,12.7,False,Без удобрений,B
Брокколи,2026-01-07,62,1.4,12.8,7.02,10.7,False,Минеральное,B
Савойская,2025-11-23,121,2.08,20.3,6.78,5.1,False,Органическое,B
Савойская,2026-04-11,95,1.59,21.8,5.86,9.6,False,Комплексное,B
Краснокочанная,2025-10-21,111,2.44,18.0,6.62,16.0,False,Органическое,A
Кольраби,2025-08-03,63,0.49,7.5,6.01,15.3,True,Минеральное,C
Савойская,2025-02-20,120,1.2,17.2,5.79,12.8,False,Комплексное,A
Брюссельская,2025-03-08,118,0.35,6.8,7.22,16.9,False,Органическое,B
Брюссельская,2024-04-18,130,0.52,8.5,6.43,12.2,False,Органическое,A
Брокколи,2025-08-17,83,0.96,11.9,6.17,12.5,False,Минеральное,A
Савойская,2025-07-10,114,1.66,12.6,7.6,15.7,False,Комплексное,B
Пекинская,2025-06-07,73,1.71,13.8,7.12,12.4,False,Минеральное,A
Савойская,2026-01-31,111,1.36,21.1,6.18,12.2,False,Минеральное,A
Пекинская,2026-03-17,58,0.79,11.7,6.95,13.1,False,Биоудобрение,A
Краснокочанная,2026-05-10,132,2.16,18.2,7.58,15.6,True,Биоудобрение,D
Белокочанная,2025-11-05,136,1.97,16.6,6.48,12.5,False,Органическое,A
Савойская,2024-09-07,125,1.3,22.7,6.36,11.3,False,Комплексное,A
Цветная,2024-10-30,121,2.22,16.8,5.55,14.7,False,Минеральное,B
Краснокочанная,2024-05-27,127,1.16,17.1,6.89,7.2,False,Комплексное,A
Цветная,2024-06-17,92,1.81,14.6,5.74,9.3,False,Биоудобрение,B
Брокколи,2026-04-01,73,1.48,10.6,5.93,14.4,False,Минеральное,A
Краснокочанная,2025-10-18,103,2.39,22.2,6.9,2.5,False,Минеральное,C
Цветная,2026-05-16,96,1.23,16.3,5.35,7.0,False,Комплексное,B
Брокколи,2025-04-27,83,0.99,13.8,6.6,7.5,True,Минеральное,C
Брюссельская,2024-10-27,99,0.65,4.3,6.28,16.2,False,Органическое,A
Краснокочанная,2025-07-23,106,2.96,21.8,6.32,13.5,False,Органическое,A
Кольраби,2024-09-13,71,0.44,7.3,7.54,18.4,False,Минеральное,B
Савойская,2025-10-27,110,1.14,16.6,7.43,6.7,False,Минеральное,B
Цветная,2024-05-29,90,2.3,11.6,7.52,11.3,False,Комплексное,A
Краснокочанная,2025-03-25,145,2.07,15.9,5.75,15.3,False,Комплексное,B
Савойская,2025-01-26,104,0.89,23.0,5.93,8.9,False,Органическое,B
Брюссельская,2025-02-13,119,0.5,6.7,7.05,12.1,False,Органическое,B
Краснокочанная,2026-04-14,118,2.46,14.9,6.55,6.4,False,Органическое,B
Брокколи,2025-02-10,88,1.02,12.4,5.44,14.0,False,Комплексное,A
Брокколи,2024-03-12,79,0.82,9.4,5.96,13.2,True,Комплексное,B
Белокочанная,2025-05-02,96,2.43,19.1,6.65,16.3,False,Без удобрений,B
Белокочанная,2026-01-08,99,3.88,17.3,6.85,9.8,False,Минеральное,B
Пекинская,2024-05-06,73,0.96,15.1,6.68,18.7,False,Минеральное,B
Кольраби,2024-11-20,80,0.52,7.4,5.23,13.4,False,Комплексное,B
Белокочанная,2024-11-22,136,3.92,19.1,6.14,14.6,False,Минеральное,A
Савойская,2025-03-23,132,1.61,17.2,6.34,12.2,False,Комплексное,A
Белокочанная,2025-11-22,135,1.94,18.2,6.05,15.0,True,Минеральное,B
Пекинская,2024-07-31,64,0.88,12.9,6.68,17.6,False,Комплексное,A
Краснокочанная,2025-11-12,125,2.68,20.9,6.31,13.6,False,Минеральное,A
Брюссельская,2024-10-19,98,0.71,4.0,6.37,9.5,True,Минеральное,C
Пекинская,2025-12-13,68,1.69,13.3,6.02,13.2,False,Органическое,A
Савойская,2025-11-12,128,1.66,16.1,5.83,7.0,True,Минеральное,C
Краснокочанная,2025-06-01,119,3.05,22.5,6.59,10.9,False,Органическое,B
Цветная,2024-11-14,94,0.93,21.6,5.94,18.7,False,Минеральное,B
Кольраби,2024-11-23,93,0.63,7.8,5.28,19.9,True,Комплексное,D
Цветная,2024-11-13,100,1.67,17.5,7.41,4.5,False,Органическое,B
Кольраби,2025-01-23,64,0.77,8.8,5.38,9.8,False,Комплексное,B
Пекинская,2024-12-13,55,0.8,10.3,7.48,9.8,True,Без удобрений,D
Савойская,2025-01-20,123,0.75,18.3,5.41,11.3,True,Минеральное,D
Кольраби,2024-08-28,85,0.65,11.6,6.68,16.5,False,Органическое,A
Кольраби,2025-02-17,63,0.99,9.1,6.35,13.4,False,Органическое,A
Брюссельская,2026-03-18,130,0.43,3.5,7.28,10.1,True,Комплексное,C
Белокочанная,2024-06-29,137,2.04,22.1,6.21,18.6,False,Комплексное,A
Пекинская,2024-12-23,59,0.78,15.2,7.43,16.4,False,Биоудобрение,B
Белокочанная,2026-04-16,96,3.02,21.1,6.89,16.8,False,Комплексное,A
Белокочанная,2025-05-19,123,2.81,18.0,6.8,3.7,True,Биоудобрение,D
Белокочанная,2025-09-09,125,2.05,19.1,7.13,15.1,False,Биоудобрение,B
Белокочанная,2026-04-28,110,2.16,20.1,6.82,14.8,False,Комплексное,A
Краснокочанная,2025-11-11,133,2.16,20.5,6.77,14.2,False,Комплексное,A
Брюссельская,2026-06-05,96,0.54,5.7,5.24,15.6,False,Комплексное,B
Цветная,2024-03-11,119,1.65,17.6,6.66,12.3,False,Комплексное,A
Цветная,2024-10-28,115,1.34,12.1,6.58,6.9,False,Без удобрений,C
Брокколи,2025-01-22,79,1.2,13.8,7.17,16.2,False,Комплексное,B
Пекинская,2025-09-22,52,1.71,14.6,6.07,11.0,False,Без удобрений,B
Цветная,2026-01-24,70,1.41,12.7,5.94,13.8,False,Минеральное,B
Кольраби,2024-03-15,78,0.76,6.8,7.54,11.9,False,Минеральное,B
Пекинская,2025-10-09,55,0.65,10.9,5.38,15.7,True,Органическое,D
Савойская,2026-04-10,118,2.37,13.9,7.32,7.8,False,Минеральное,B
Белокочанная,2025-07-19,134,1.26,15.5,7.03,4.8,False,Органическое,B
Брокколи,2025-05-22,87,0.63,17.6,7.21,11.2,False,Минеральное,B
Цветная,2025-09-27,81,0.82,21.6,5.63,10.3,False,Органическое,B
Белокочанная,2025-10-19,118,2.79,19.1,7.35,5.6,True,Органическое,D
Кольраби,2026-04-19,73,0.98,9.3,6.53,11.1,False,Минеральное,B
Кольраби,2025-05-22,55,0.59,11.1,6.2,9.3,False,Минеральное,A
Белокочанная,2025-04-10,94,1.72,23.4,6.31,12.3,False,Комплексное,A
Цветная,2025-04-27,109,1.53,14.9,6.41,21.1,False,Минеральное,B
Брюссельская,2026-02-04,101,0.81,3.9,6.15,16.3,False,Органическое,B
Кольраби,2025-02-02,74,0.46,6.8,5.2,14.7,True,Комплексное,D
Белокочанная,2024-08-26,98,4.09,20.5,6.59,11.5,False,Минеральное,A
Брюссельская,2025-08-06,102,0.83,8.0,6.31,9.2,True,Комплексное,C
Пекинская,2026-03-18,79,1.58,11.8,7.56,9.7,False,Органическое,A
Краснокочанная,2025-05-18,145,2.14,16.1,6.62,13.6,False,Комплексное,A
Цветная,2024-05-21,118,0.73,12.9,5.51,19.1,True,Без удобрений,D
Краснокочанная,2024-12-20,140,2.41,23.5,7.34,10.6,False,Минеральное,B
Брюссельская,2026-01-18,120,0.9,7.8,7.59,10.1,False,Без удобрений,B
Цветная,2025-11-22,92,1.68,15.3,6.38,13.5,False,Биоудобрение,A
Савойская,2024-03-18,135,2.42,15.9,6.82,19.1,False,Органическое,B
Кольраби,2025-09-12,62,0.71,10.5,6.26,12.5,False,Без удобрений,A
Кольраби,2024-03-03,58,0.95,11.0,7.56,17.6,False,Минеральное,C
Брюссельская,2024-06-24,126,0.54,8.1,5.71,11.8,False,Органическое,A
Цветная,2025-10-24,96,1.49,18.5,7.19,10.7,False,Без удобрений,B
Краснокочанная,2025-03-19,101,2.94,19.4,6.13,9.1,False,Минеральное,B
Белокочанная,2024-08-21,142,3.25,17.8,6.91,12.0,True,Биоудобрение,C
Краснокочанная,2025-02-06,137,1.6,18.0,7.48,6.9,False,Биоудобрение,B
Цветная,2025-10-02,105,1.9,21.8,7.28,11.9,False,Органическое,B
Краснокочанная,2025-09-26,107,2.81,16.1,6.44,9.0,False,Комплексное,A
Савойская,2024-09-30,100,1.85,18.7,5.68,12.8,True,Биоудобрение,C
Кольраби,2026-04-30,57,1.05,13.0,6.64,13.4,False,Комплексное,A
Савойская,2026-03-25,131,1.31,20.0,5.32,10.8,False,Органическое,B
Кольраби,2025-08-10,85,0.41,12.8,7.06,13.3,False,Минеральное,A
Цветная,2025-11-28,80,0.92,19.7,6.62,19.9,False,Минеральное,B
Пекинская,2025-12-02,59,2.0,17.3,7.08,13.3,False,Органическое,A
Кольраби,2025-10-09,78,0.69,8.4,5.61,11.5,False,Органическое,B
Белокочанная,2024-05-23,129,2.73,19.3,6.71,11.8,False,Комплексное,A
Краснокочанная,2025-03-30,112,2.31,14.9,7.49,14.3,True,Минеральное,C
Брокколи,2025-05-18,96,0.6,17.4,5.88,10.6,False,Минеральное,B
Белокочанная,2025-12-09,135,4.13,23.8,7.25,15.5,False,Минеральное,B
Савойская,2025-09-28,114,1.55,18.7,5.4,14.5,False,Биоудобрение,B
Кольраби,2024-07-23,86,0.46,11.7,6.04,10.8,False,Без удобрений,B
Кольраби,2025-03-05,75,0.36,8.6,6.19,8.2,False,Комплексное,A
Цветная,2025-07-10,115,2.11,20.0,5.94,16.0,False,Органическое,A
Брюссельская,2025-03-24,105,1.05,5.2,5.96,18.1,False,Без удобрений,B
Пекинская,2025-11-01,63,1.22,14.2,5.44,14.0,False,Минеральное,B
Савойская,2026-04-06,105,1.43,15.9,7.07,11.1,False,Комплексное,A
Белокочанная,2026-03-04,121,1.81,16.8,5.69,10.3,False,Органическое,B
Савойская,2024-04-14,98,2.74,13.6,6.27,17.6,False,Комплексное,A
Кольраби,2025-06-10,89,0.42,11.2,5.7,15.3,False,Минеральное,B
Савойская,2025-04-30,120,2.65,20.3,7.47,13.9,False,Комплексное,A
Краснокочанная,2025-08-23,109,1.86,20.3,5.49,21.0,False,Органическое,B
Белокочанная,2025-04-26,110,2.14,23.4,5.81,15.7,False,Биоудобрение,A
Кольраби,2026-02-28,74,0.3,6.5,5.44,11.3,True,Без удобрений,D
Белокочанная,2024-03-26,114,1.91,14.9,6.67,18.7,False,Органическое,A
Кольраби,2026-04-23,58,0.97,7.8,7.51,11.4,False,Минеральное,A
Савойская,2025-03-10,99,1.02,17.9,6.39,16.6,False,Комплексное,B
Савойская,2025-06-26,97,1.74,17.7,7.04,16.3,False,Органическое,B
Савойская,2026-06-14,128,2.0,15.2,7.37,13.4,False,Минеральное,A
Белокочанная,2024-06-18,100,2.06,17.9,7.31,16.7,False,Без удобрений,B
Пекинская,2024-06-08,50,0.72,14.3,6.13,10.6,True,Биоудобрение,C
Брюссельская,2024-10-31,118,1.22,8.1,6.61,17.1,False,Минеральное,A
Брюссельская,2026-05-31,102,0.32,5.4,7.38,5.0,False,Без удобрений,C
Брокколи,2024-09-15,100,1.07,16.0,7.56,10.9,False,Без удобрений,B
Краснокочанная,2024-04-23,131,2.65,19.4,5.57,15.5,False,Минеральное,B
Савойская,2024-08-04,112,1.75,15.9,6.58,9.4,False,Органическое,A
Брюссельская,2025-03-15,112,1.28,7.6,6.05,6.6,False,Органическое,B
Пекинская,2025-05-26,55,0.73,15.2,5.58,17.2,False,Минеральное,B
Брюссельская,2025-12-20,100,1.04,5.2,6.26,20.2,False,Органическое,B
Цветная,2025-11-02,104,0.88,15.1,7.08,12.2,False,Комплексное,A
Брокколи,2024-04-10,74,0.54,13.9,6.87,15.9,False,Комплексное,A
Цветная,2024-10-27,118,1.38,20.0,7.33,9.5,False,Без удобрений,C
Брюссельская,2024-03-05,131,1.16,4.1,5.42,19.5,False,Комплексное,B
Белокочанная,2025-08-26,122,3.2,25.9,7.13,13.3,False,Биоудобрение,A
Кольраби,2025-03-18,63,0.52,8.6,7.04,8.1,False,Минеральное,B
Белокочанная,2026-03-19,119,2.4,20.2,7.04,11.7,True,Минеральное,C
Цветная,2024-05-03,100,2.14,20.3,7.14,16.4,False,Комплексное,B
Краснокочанная,2025-02-05,138,1.89,15.8,6.47,9.1,False,Комплексное,A
Пекинская,2026-01-25,55,1.17,10.5,7.37,14.8,False,Комплексное,A
Белокочанная,2026-03-12,116,1.98,15.8,5.55,16.0,False,Комплексное,C
Цветная,2025-06-07,77,0.97,17.4,5.33,13.7,False,Органическое,B
Брокколи,2024-12-06,82,0.4,8.4,7.1,20.8,True,Минеральное,C
Белокочанная,2025-04-01,123,4.11,18.1,6.56,12.6,False,Комплексное,A
Краснокочанная,2024-09-11,107,2.36,17.4,7.32,13.0,False,Комплексное,B
Кольраби,2025-07-01,64,0.66,10.8,7.12,13.3,False,Биоудобрение,A
Белокочанная,2024-05-26,123,2.07,13.0,5.3,18.6,False,Комплексное,B
Пекинская,2024-07-14,79,0.6,10.4,6.09,9.9,False,Комплексное,B
Пекинская,2026-06-09,58,1.07,9.2,6.29,14.4,True,Без удобрений,C
Пекинская,2025-11-19,56,1.17,14.0,5.3,18.5,True,Биоудобрение,D
Пекинская,2026-05-18,78,1.67,17.4,5.84,12.7,False,Минеральное,A
Брюссельская,2025-11-19,101,0.82,7.2,5.93,19.3,False,Минеральное,B
Брюссельская,2026-05-01,99,0.68,4.6,5.52,18.2,False,Комплексное,B
Белокочанная,2026-05-11,112,2.26,27.1,5.57,9.4,False,Минеральное,A
Савойская,2026-03-04,118,1.42,11.6,5.4,2.7,True,Органическое,D
Цветная,2024-03-03,98,1.04,20.8,7.56,14.1,False,Комплексное,A
Кольраби,2025-12-05,71,0.33,7.1,5.97,8.3,True,Комплексное,C
Савойская,2024-03-15,125,1.45,19.0,5.76,13.7,False,Комплексное,B
Кольраби,2025-09-19,81,0.62,7.4,5.23,17.7,True,Комплексное,D
Брокколи,2025-04-05,71,1.48,16.0,7.28,13.2,False,Без удобрений,B
Брюссельская,2025-11-15,97,1.44,5.3,6.64,17.8,False,Комплексное,A
Брюссельская,2025-01-23,119,1.07,4.6,6.73,16.8,False,Органическое,B
Кольраби,2024-06-22,66,0.78,12.2,6.03,12.9,False,Органическое,A
Савойская,2026-06-04,135,1.4,18.3,6.32,5.7,False,Комплексное,A
Брюссельская,2025-05-13,95,0.81,4.0,6.85,11.2,True,Биоудобрение,C
Брокколи,2025-04-30,72,1.12,13.7,5.98,19.1,False,Биоудобрение,C
Пекинская,2025-01-07,55,1.89,16.6,7.09,11.5,False,Минеральное,A
Брокколи,2026-06-14,60,1.78,19.5,6.08,9.2,False,Комплексное,A
Белокочанная,2024-06-24,95,4.0,21.8,5.68,14.6,False,Комплексное,B
Брюссельская,2024-05-31,101,0.54,5.1,5.48,18.8,False,Комплексное,B
Краснокочанная,2024-06-24,149,1.02,14.5,6.06,6.8,False,Без удобрений,B
Цветная,2024-03-24,77,1.93,16.1,6.09,6.9,False,Комплексное,A
Краснокочанная,2024-05-03,132,1.57,12.9,5.27,10.2,False,Без удобрений,C
Брокколи,2025-10-01,100,0.87,11.5,5.89,9.1,False,Без удобрений,B
Брокколи,2026-06-08,69,1.14,13.1,6.27,12.5,True,Органическое,C
Кольраби,2024-05-20,73,0.43,8.6,5.86,11.9,False,Комплексное,A
Брюссельская,2026-03-19,122,1.09,4.1,6.12,20.2,False,Органическое,A
Савойская,2026-02-06,129,1.26,17.6,6.5,10.1,False,Без удобрений,B
Брюссельская,2025-07-14,101,0.99,5.7,7.31,16.2,False,Комплексное,A
Савойская,2024-09-08,114,1.17,14.1,7.42,12.1,False,Комплексное,A
Брокколи,2024-06-30,85,0.73,17.1,5.46,15.2,False,Комплексное,B
